id_documento,id_siniestro,tipo_documento,entregado,legible,fecha_emision,inconsistencia_detectada,observacion
DOC-002775,SIN-00794,Parte policial,Si,Si,2026-05-15,No,OK
DOC-002776,SIN-00794,Fotos del dano,Si,Si,2026-05-04,No,OK
DOC-002777,SIN-00794,Factura proforma,Si,Si,2026-05-08,No,OK
DOC-002778,SIN-00794,Informe pericial,Si,Si,2026-05-09,No,OK
DOC-002779,SIN-00795,Parte policial,Si,Si,2025-06-13,No,OK
DOC-002780,SIN-00795,Fotos del dano,Si,Si,2025-06-01,No,OK
DOC-002781,SIN-00795,Factura proforma,Si,Si,2025-06-01,No,OK
DOC-002782,SIN-00795,Informe pericial,Si,Si,2025-06-08,No,OK
DOC-002783,SIN-00796,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-002784,SIN-00796,Fotos del dano,Si,Si,2025-03-10,No,OK
DOC-002785,SIN-00796,Factura proforma,Si,Si,2025-03-20,No,OK
DOC-002786,SIN-00796,Informe pericial,Si,Si,2025-03-12,No,OK
DOC-002787,SIN-00797,Parte policial,Si,Si,2025-02-16,No,OK
DOC-002788,SIN-00797,Fotos del dano,Si,Si,2025-02-11,No,OK
DOC-002789,SIN-00797,Factura proforma,Si,Si,2025-02-21,No,OK
DOC-002790,SIN-00797,Informe pericial,Si,Si,2025-02-23,No,OK
DOC-002791,SIN-00798,Parte policial,Si,No,2024-08-16,No,Documento ilegible
DOC-002792,SIN-00798,Fotos del dano,Si,Si,2024-08-23,No,OK
DOC-002793,SIN-00798,Factura proforma,Si,Si,2024-08-12,No,OK
DOC-002794,SIN-00798,Informe pericial,Si,Si,2024-08-08,No,OK
DOC-002795,SIN-00799,Fotos del dano,Si,Si,2025-08-06,No,OK
DOC-002796,SIN-00799,Factura proforma,Si,Si,2025-08-20,No,OK
DOC-002797,SIN-00800,Fotos del dano,Si,Si,2023-02-26,No,OK
DOC-002798,SIN-00800,Factura proforma,Si,Si,2023-02-23,No,OK
DOC-002799,SIN-00800,Informe pericial,Si,Si,2023-02-18,No,OK
DOC-002800,SIN-00801,Parte policial,Si,Si,2024-01-11,No,OK
DOC-002801,SIN-00801,Fotos del dano,Si,Si,2024-01-12,No,OK
DOC-002802,SIN-00801,Factura proforma,Si,Si,2024-01-09,No,OK
DOC-002803,SIN-00801,Informe pericial,Si,Si,2024-01-17,No,OK
DOC-002804,SIN-00802,Parte policial,Si,Si,2024-06-07,No,OK
DOC-002805,SIN-00802,Fotos del dano,Si,Si,2024-06-07,No,OK
DOC-002806,SIN-00802,Factura proforma,Si,Si,2024-06-20,No,OK
DOC-002807,SIN-00802,Informe pericial,Si,Si,2024-06-14,No,OK
DOC-002808,SIN-00803,Factura medica,Si,Si,2026-06-21,Si,Fecha no coincide con evento
DOC-002809,SIN-00803,Informe medico,Si,Si,2026-06-19,No,OK
DOC-002810,SIN-00803,Formulario siniestro,Si,Si,2026-06-15,No,OK
DOC-002811,SIN-00804,Fotos del dano,Si,Si,2024-10-19,No,OK
DOC-002812,SIN-00804,Factura proforma,Si,Si,2024-10-21,No,OK
DOC-002813,SIN-00804,Informe pericial,Si,Si,2024-10-16,No,OK
DOC-002814,SIN-00805,Fotos del dano,Si,Si,2025-03-18,No,OK
DOC-002815,SIN-00805,Informe tecnico,Si,Si,2025-03-14,No,OK
DOC-002816,SIN-00805,Factura proforma,Si,Si,2025-03-05,Si,Documento con alteracion simulada
DOC-002817,SIN-00806,Parte policial,Si,Si,2026-02-05,No,OK
DOC-002818,SIN-00806,Datos tercero,Si,Si,2026-01-25,No,OK
DOC-002819,SIN-00806,Fotos del dano,Si,Si,2026-02-07,No,OK
DOC-002820,SIN-00806,Informe pericial,Si,Si,2026-02-06,No,OK
DOC-002821,SIN-00807,Fotos del dano,Si,Si,2025-02-02,No,OK
DOC-002822,SIN-00807,Factura proforma,Si,Si,2025-02-10,No,OK
DOC-002823,SIN-00808,Parte policial,Si,Si,2024-04-22,No,OK
DOC-002824,SIN-00808,Fotos del dano,Si,Si,2024-04-25,No,OK
DOC-002825,SIN-00808,Factura proforma,Si,Si,2024-04-17,No,OK
DOC-002826,SIN-00808,Informe pericial,Si,Si,2024-04-22,No,OK
DOC-002827,SIN-00809,Parte policial,Si,Si,2024-03-23,Si,Documento con alteracion simulada
DOC-002828,SIN-00809,Datos tercero,Si,Si,2024-04-06,No,OK
DOC-002829,SIN-00809,Fotos del dano,Si,Si,2024-03-31,No,OK
DOC-002830,SIN-00809,Informe pericial,Si,Si,2024-04-13,Si,Fecha no coincide con evento
DOC-002831,SIN-00810,Parte policial,Si,Si,2023-04-14,No,OK
DOC-002832,SIN-00810,Datos tercero,Si,Si,2023-04-17,No,OK
DOC-002833,SIN-00810,Fotos del dano,Si,Si,2023-04-16,No,OK
DOC-002834,SIN-00810,Informe pericial,Si,Si,2023-04-12,No,OK
DOC-002835,SIN-00811,Parte policial,Si,Si,2024-04-20,No,OK
DOC-002836,SIN-00811,Datos tercero,Si,Si,2024-04-12,No,OK
DOC-002837,SIN-00811,Fotos del dano,Si,Si,2024-04-18,No,OK
DOC-002838,SIN-00811,Informe pericial,Si,Si,2024-04-18,No,OK
DOC-002839,SIN-00812,Fotos del dano,Si,Si,2024-02-21,No,OK
DOC-002840,SIN-00812,Factura proforma,Si,Si,2024-02-22,No,OK
DOC-002841,SIN-00812,Informe pericial,Si,Si,2024-02-19,No,OK
DOC-002842,SIN-00813,Parte policial,Si,Si,2025-10-08,No,OK
DOC-002843,SIN-00813,Fotos del dano,Si,Si,2025-09-21,Si,Documento con alteracion simulada
DOC-002844,SIN-00813,Factura proforma,Si,Si,2025-10-12,Si,Documento con alteracion simulada
DOC-002845,SIN-00813,Informe pericial,Si,Si,2025-09-30,No,OK
DOC-002846,SIN-00814,Denuncia fiscalia,Si,Si,2024-05-19,No,OK
DOC-002847,SIN-00814,Fotos del dano,Si,Si,2024-05-17,No,OK
DOC-002848,SIN-00814,Factura proforma,Si,Si,2024-05-11,No,OK
DOC-002849,SIN-00815,Parte policial,Si,Si,2025-04-04,No,OK
DOC-002850,SIN-00815,Datos tercero,Si,No,2025-03-31,No,Documento ilegible
DOC-002851,SIN-00815,Fotos del dano,Si,Si,2025-04-01,No,OK
DOC-002852,SIN-00815,Informe pericial,Si,Si,2025-04-11,No,OK
DOC-002853,SIN-00816,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-002854,SIN-00816,Datos tercero,Si,Si,2025-04-04,No,OK
DOC-002855,SIN-00816,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-002856,SIN-00816,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-002857,SIN-00817,Factura medica,Si,Si,2023-08-15,No,OK
DOC-002858,SIN-00817,Informe medico,Si,Si,2023-08-13,No,OK
DOC-002859,SIN-00817,Parte policial,Si,Si,2023-08-07,No,OK
DOC-002860,SIN-00818,Denuncia fiscalia,Si,Si,2024-09-10,No,OK
DOC-002861,SIN-00818,Fotos del dano,Si,Si,2024-09-12,No,OK
DOC-002862,SIN-00818,Factura proforma,Si,Si,2024-09-01,No,OK
DOC-002863,SIN-00819,Factura medica,Si,Si,2023-04-10,No,OK
DOC-002864,SIN-00819,Informe medico,Si,Si,2023-04-16,No,OK
DOC-002865,SIN-00819,Parte policial,Si,Si,2023-04-16,No,OK
DOC-002866,SIN-00820,Fotos del dano,Si,Si,2025-05-28,No,OK
DOC-002867,SIN-00820,Factura proforma,Si,Si,2025-06-03,No,OK
DOC-002868,SIN-00820,Informe pericial,Si,Si,2025-06-10,No,OK
DOC-002869,SIN-00821,Denuncia fiscalia,Si,Si,2023-11-27,Si,Valor no coincide con factura
DOC-002870,SIN-00821,Fotos del dano,Si,Si,2023-11-27,Si,Documento con alteracion simulada
DOC-002871,SIN-00821,Factura proforma,Si,Si,2023-12-01,No,OK
DOC-002872,SIN-00822,Parte policial,Si,Si,2024-06-02,No,OK
DOC-002873,SIN-00822,Fotos del dano,Si,Si,2024-05-29,No,OK
DOC-002874,SIN-00822,Factura proforma,Si,Si,2024-06-01,No,OK
DOC-002875,SIN-00822,Informe pericial,Si,Si,2024-05-29,No,OK
DOC-002876,SIN-00823,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-002877,SIN-00823,Fotos del dano,Si,Si,2025-01-31,No,OK
DOC-002878,SIN-00823,Factura proforma,Si,Si,2025-01-31,No,OK
DOC-002879,SIN-00823,Informe pericial,Si,Si,2025-02-06,No,OK
DOC-002880,SIN-00824,Fotos del dano,Si,Si,2025-03-13,No,OK
DOC-002881,SIN-00824,Factura proforma,Si,Si,2025-03-08,No,OK
DOC-002882,SIN-00824,Informe pericial,Si,Si,2025-03-11,No,OK
DOC-002883,SIN-00825,Parte policial,Si,Si,2023-08-01,No,OK
DOC-002884,SIN-00825,Datos tercero,Si,Si,2023-08-10,No,OK
DOC-002885,SIN-00825,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-002886,SIN-00825,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-002887,SIN-00826,Parte policial,Si,Si,2023-05-30,No,OK
DOC-002888,SIN-00826,Datos tercero,Si,Si,2023-05-29,No,OK
DOC-002889,SIN-00826,Fotos del dano,Si,Si,2023-05-25,No,OK
DOC-002890,SIN-00826,Informe pericial,Si,Si,2023-06-06,No,OK
DOC-002891,SIN-00827,Parte policial,Si,Si,2023-09-20,No,OK
DOC-002892,SIN-00827,Datos tercero,Si,No,2023-09-13,No,Documento ilegible
DOC-002893,SIN-00827,Fotos del dano,Si,Si,2023-09-13,No,OK
DOC-002894,SIN-00827,Informe pericial,Si,Si,2023-09-22,No,OK
DOC-002895,SIN-00828,Parte policial,Si,Si,2025-03-31,No,OK
DOC-002896,SIN-00828,Datos tercero,Si,Si,2025-04-09,No,OK
DOC-002897,SIN-00828,Fotos del dano,Si,Si,2025-04-07,No,OK
DOC-002898,SIN-00828,Informe pericial,Si,Si,2025-04-09,No,OK
DOC-002899,SIN-00829,Denuncia fiscalia,Si,Si,2024-10-15,No,OK
DOC-002900,SIN-00829,Matricula,Si,Si,2024-10-10,No,OK
DOC-002901,SIN-00829,Llaves,Si,Si,2024-10-20,No,OK
DOC-002902,SIN-00829,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-002903,SIN-00830,Fotos del dano,Si,Si,2023-06-22,No,OK
DOC-002904,SIN-00830,Factura proforma,No,No,,No,No entregado en expediente sintetico
DOC-002905,SIN-00830,Informe pericial,Si,Si,2023-07-02,No,OK
DOC-002906,SIN-00831,Denuncia fiscalia,Si,Si,2024-02-07,No,OK
DOC-002907,SIN-00831,Fotos del dano,Si,Si,2024-02-16,No,OK
DOC-002908,SIN-00831,Factura proforma,Si,Si,2024-02-17,No,OK
DOC-002909,SIN-00832,Parte policial,Si,Si,2023-04-19,No,OK
DOC-002910,SIN-00832,Datos tercero,Si,Si,2023-04-19,No,OK
DOC-002911,SIN-00832,Fotos del dano,Si,Si,2023-04-06,No,OK
DOC-002912,SIN-00832,Informe pericial,Si,Si,2023-04-07,No,OK
DOC-002913,SIN-00833,Fotos del dano,Si,Si,2024-03-31,No,OK
DOC-002914,SIN-00833,Factura proforma,Si,Si,2024-04-04,No,OK
DOC-002915,SIN-00833,Informe pericial,Si,Si,2024-03-29,No,OK
DOC-002916,SIN-00834,Fotos del dano,Si,Si,2026-05-11,No,OK
DOC-002917,SIN-00834,Factura proforma,Si,No,2026-05-05,No,Documento ilegible
DOC-002918,SIN-00834,Informe pericial,Si,Si,2026-05-01,No,OK
DOC-002919,SIN-00835,Fotos del dano,Si,Si,2025-02-01,No,OK
DOC-002920,SIN-00835,Factura proforma,Si,Si,2025-01-26,No,OK
DOC-002921,SIN-00835,Informe pericial,Si,Si,2025-01-30,No,OK
DOC-002922,SIN-00836,Denuncia fiscalia,Si,Si,2024-07-16,No,OK
DOC-002923,SIN-00836,Fotos del dano,Si,Si,2024-07-29,No,OK
DOC-002924,SIN-00836,Factura proforma,Si,Si,2024-07-28,No,OK
DOC-002925,SIN-00837,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-002926,SIN-00837,Factura proforma,Si,Si,2025-09-12,No,OK
DOC-002927,SIN-00838,Denuncia fiscalia,Si,Si,2024-03-06,No,OK
DOC-002928,SIN-00838,Fotos del dano,Si,Si,2024-03-07,No,OK
DOC-002929,SIN-00838,Factura proforma,Si,Si,2024-03-06,No,OK
DOC-002930,SIN-00839,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-002931,SIN-00839,Factura proforma,Si,Si,2025-05-18,No,OK
DOC-002932,SIN-00839,Informe pericial,Si,No,2025-05-14,No,Documento ilegible
DOC-002933,SIN-00840,Parte policial,Si,Si,2025-07-08,No,OK
DOC-002934,SIN-00840,Fotos del dano,Si,Si,2025-07-02,No,OK
DOC-002935,SIN-00840,Factura proforma,No,No,,No,No entregado en expediente sintetico
DOC-002936,SIN-00840,Informe pericial,Si,Si,2025-07-09,No,OK
DOC-002937,SIN-00841,Factura medica,Si,No,2025-12-20,No,Documento ilegible
DOC-002938,SIN-00841,Informe medico,Si,Si,2025-12-21,No,OK
DOC-002939,SIN-00841,Formulario siniestro,Si,Si,2025-12-26,No,OK
DOC-002940,SIN-00842,Fotos del dano,Si,Si,2023-05-28,No,OK
DOC-002941,SIN-00842,Factura proforma,No,No,,No,No entregado en expediente sintetico
DOC-002942,SIN-00842,Informe pericial,Si,Si,2023-05-19,No,OK
DOC-002943,SIN-00843,Parte policial,Si,Si,2024-02-07,No,OK
DOC-002944,SIN-00843,Fotos del dano,Si,Si,2024-02-03,No,OK
DOC-002945,SIN-00843,Factura proforma,Si,Si,2024-02-02,No,OK
DOC-002946,SIN-00843,Informe pericial,Si,Si,2024-02-06,No,OK
DOC-002947,SIN-00844,Factura medica,Si,Si,2024-11-28,No,OK
DOC-002948,SIN-00844,Informe medico,Si,Si,2024-11-27,No,OK
DOC-002949,SIN-00844,Parte policial,Si,Si,2024-11-27,No,OK
DOC-002950,SIN-00845,Factura medica,Si,Si,2025-08-17,No,OK
DOC-002951,SIN-00845,Informe medico,Si,Si,2025-08-18,No,OK
DOC-002952,SIN-00845,Parte policial,Si,Si,2025-08-21,No,OK
DOC-002953,SIN-00846,Parte policial,Si,Si,2024-05-30,No,OK
DOC-002954,SIN-00846,Fotos del dano,Si,Si,2024-06-04,No,OK
DOC-002955,SIN-00846,Factura proforma,Si,Si,2024-05-20,Si,Valor no coincide con factura
DOC-002956,SIN-00846,Informe pericial,Si,Si,2024-05-20,Si,Fecha no coincide con evento
DOC-002957,SIN-00847,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-002958,SIN-00847,Datos tercero,No,No,,No,No entregado en expediente sintetico
DOC-002959,SIN-00847,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-002960,SIN-00847,Informe pericial,Si,Si,2024-05-12,No,OK
DOC-002961,SIN-00848,Denuncia fiscalia,Si,Si,2024-07-05,No,OK
DOC-002962,SIN-00848,Fotos del dano,Si,Si,2024-07-02,No,OK
DOC-002963,SIN-00848,Factura proforma,Si,Si,2024-06-21,No,OK
DOC-002964,SIN-00849,Factura medica,Si,Si,2024-07-01,No,OK
DOC-002965,SIN-00849,Informe medico,Si,Si,2024-07-06,No,OK
DOC-002966,SIN-00849,Parte policial,Si,Si,2024-07-02,No,OK
DOC-002967,SIN-00850,Factura medica,Si,Si,2025-08-20,No,OK
DOC-002968,SIN-00850,Informe medico,Si,Si,2025-08-25,No,OK
DOC-002969,SIN-00850,Formulario siniestro,Si,Si,2025-08-23,No,OK
DOC-002970,SIN-00851,Factura medica,Si,Si,2024-10-08,No,OK
DOC-002971,SIN-00851,Informe medico,Si,Si,2024-10-15,No,OK
DOC-002972,SIN-00851,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-002973,SIN-00852,Parte policial,Si,Si,2023-09-14,No,OK
DOC-002974,SIN-00852,Fotos del dano,Si,Si,2023-09-17,No,OK
DOC-002975,SIN-00852,Factura proforma,No,No,,No,No entregado en expediente sintetico
DOC-002976,SIN-00852,Informe pericial,Si,Si,2023-09-14,No,OK
DOC-002977,SIN-00853,Fotos del dano,Si,Si,2026-03-03,No,OK
DOC-002978,SIN-00853,Factura proforma,Si,Si,2026-03-10,No,OK
DOC-002979,SIN-00854,Fotos del dano,Si,Si,2025-09-29,No,OK
DOC-002980,SIN-00854,Factura proforma,Si,Si,2025-09-22,No,OK
DOC-002981,SIN-00854,Informe pericial,Si,Si,2025-09-29,No,OK
DOC-002982,SIN-00855,Parte policial,Si,Si,2025-07-06,No,OK
DOC-002983,SIN-00855,Fotos del dano,Si,Si,2025-06-28,No,OK
DOC-002984,SIN-00855,Factura proforma,Si,Si,2025-06-25,No,OK
DOC-002985,SIN-00855,Informe pericial,Si,Si,2025-07-01,No,OK
DOC-002986,SIN-00856,Parte policial,Si,Si,2024-11-29,No,OK
DOC-002987,SIN-00856,Fotos del dano,Si,Si,2024-12-01,No,OK
DOC-002988,SIN-00856,Factura proforma,Si,Si,2024-12-01,No,OK
DOC-002989,SIN-00856,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-002990,SIN-00857,Parte policial,Si,Si,2025-01-25,No,OK
DOC-002991,SIN-00857,Datos tercero,Si,Si,2025-01-18,No,OK
DOC-002992,SIN-00857,Fotos del dano,Si,Si,2025-01-22,No,OK
DOC-002993,SIN-00857,Informe pericial,Si,Si,2025-01-29,No,OK
DOC-002994,SIN-00858,Parte policial,Si,Si,2024-07-15,No,OK
DOC-002995,SIN-00858,Fotos del dano,Si,Si,2024-07-17,No,OK
DOC-002996,SIN-00858,Factura proforma,Si,Si,2024-07-25,No,OK
DOC-002997,SIN-00858,Informe pericial,Si,Si,2024-07-17,No,OK
DOC-002998,SIN-00859,Parte policial,Si,No,2026-05-23,No,Documento ilegible
DOC-002999,SIN-00859,Datos tercero,Si,Si,2026-05-24,No,OK
DOC-003000,SIN-00859,Fotos del dano,Si,Si,2026-05-21,No,OK
DOC-003001,SIN-00859,Informe pericial,Si,Si,2026-05-18,No,OK
DOC-003002,SIN-00860,Factura medica,Si,Si,2025-07-22,No,OK
DOC-003003,SIN-00860,Informe medico,Si,Si,2025-07-25,No,OK
DOC-003004,SIN-00860,Parte policial,Si,Si,2025-07-16,No,OK
DOC-003005,SIN-00861,Parte policial,Si,Si,2025-08-18,No,OK
DOC-003006,SIN-00861,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-003007,SIN-00861,Factura proforma,Si,Si,2025-08-17,No,OK
DOC-003008,SIN-00861,Informe pericial,Si,Si,2025-08-19,No,OK
DOC-003009,SIN-00862,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-003010,SIN-00862,Fotos del dano,Si,No,2025-07-09,No,Documento ilegible
DOC-003011,SIN-00862,Factura proforma,No,No,,No,No entregado en expediente sintetico
DOC-003012,SIN-00862,Informe pericial,Si,Si,2025-07-06,No,OK
DOC-003013,SIN-00863,Factura medica,Si,Si,2024-12-02,No,OK
DOC-003014,SIN-00863,Informe medico,Si,Si,2024-11-29,No,OK
DOC-003015,SIN-00863,Formulario siniestro,Si,Si,2024-11-25,No,OK
DOC-003016,SIN-00864,Factura medica,No,No,,No,No entregado en expediente sintetico
DOC-003017,SIN-00864,Informe medico,No,No,,No,No entregado en expediente sintetico
DOC-003018,SIN-00864,Formulario siniestro,Si,Si,2025-05-01,No,OK
DOC-003019,SIN-00865,Factura medica,Si,Si,2023-06-09,No,OK
DOC-003020,SIN-00865,Informe medico,Si,Si,2023-06-11,No,OK
DOC-003021,SIN-00865,Formulario siniestro,Si,Si,2023-06-02,No,OK
DOC-003022,SIN-00866,Parte policial,Si,Si,2025-08-31,No,OK
DOC-003023,SIN-00866,Fotos del dano,Si,Si,2025-08-26,No,OK
DOC-003024,SIN-00866,Factura proforma,Si,Si,2025-08-30,No,OK
DOC-003025,SIN-00866,Informe pericial,Si,Si,2025-08-27,No,OK
DOC-003026,SIN-00867,Parte policial,Si,Si,2023-12-09,No,OK
DOC-003027,SIN-00867,Datos tercero,Si,Si,2023-12-06,No,OK
DOC-003028,SIN-00867,Fotos del dano,Si,Si,2023-12-09,No,OK
DOC-003029,SIN-00867,Informe pericial,Si,Si,2023-12-09,No,OK
DOC-003030,SIN-00868,Parte policial,Si,Si,2025-09-24,No,OK
DOC-003031,SIN-00868,Datos tercero,Si,Si,2025-09-14,No,OK
DOC-003032,SIN-00868,Fotos del dano,Si,Si,2025-09-18,No,OK
DOC-003033,SIN-00868,Informe pericial,Si,Si,2025-09-24,No,OK
DOC-003034,SIN-00869,Denuncia fiscalia,Si,Si,2025-07-09,No,OK
DOC-003035,SIN-00869,Matricula,Si,Si,2025-07-12,No,OK
DOC-003036,SIN-00869,Llaves,Si,Si,2025-07-07,No,OK
DOC-003037,SIN-00869,Informe pericial,Si,Si,2025-07-08,No,OK
DOC-003038,SIN-00870,Fotos del dano,Si,Si,2024-10-22,No,OK
DOC-003039,SIN-00870,Factura proforma,Si,Si,2024-10-24,No,OK
DOC-003040,SIN-00870,Informe pericial,Si,Si,2024-10-31,No,OK
DOC-003041,SIN-00871,Fotos del dano,Si,Si,2026-02-10,No,OK
DOC-003042,SIN-00871,Factura proforma,Si,Si,2026-02-15,No,OK
DOC-003043,SIN-00872,Denuncia fiscalia,Si,Si,2024-02-28,No,OK
DOC-003044,SIN-00872,Fotos del dano,Si,Si,2024-02-28,No,OK
DOC-003045,SIN-00872,Factura proforma,Si,Si,2024-02-29,No,OK
DOC-003046,SIN-00873,Parte policial,Si,Si,2026-03-13,No,OK
DOC-003047,SIN-00873,Fotos del dano,Si,Si,2026-03-21,No,OK
DOC-003048,SIN-00873,Factura proforma,Si,Si,2026-03-12,No,OK
DOC-003049,SIN-00873,Informe pericial,Si,Si,2026-03-20,No,OK
DOC-003050,SIN-00874,Parte policial,Si,Si,2023-05-25,No,OK
DOC-003051,SIN-00874,Datos tercero,Si,Si,2023-06-01,No,OK
DOC-003052,SIN-00874,Fotos del dano,Si,Si,2023-05-27,No,OK
DOC-003053,SIN-00874,Informe pericial,Si,Si,2023-06-01,No,OK
DOC-003054,SIN-00875,Factura medica,Si,Si,2026-05-06,No,OK
DOC-003055,SIN-00875,Informe medico,Si,Si,2026-04-25,No,OK
DOC-003056,SIN-00875,Parte policial,Si,Si,2026-04-24,No,OK
DOC-003057,SIN-00876,Parte policial,Si,Si,2025-05-24,No,OK
DOC-003058,SIN-00876,Fotos del dano,Si,Si,2025-05-18,No,OK
DOC-003059,SIN-00876,Factura proforma,Si,Si,2025-05-26,No,OK
DOC-003060,SIN-00876,Informe pericial,Si,Si,2025-05-27,No,OK
DOC-003061,SIN-00877,Parte policial,Si,Si,2023-07-04,No,OK
DOC-003062,SIN-00877,Fotos del dano,Si,Si,2023-07-14,No,OK
DOC-003063,SIN-00877,Factura proforma,Si,Si,2023-07-08,No,OK
DOC-003064,SIN-00877,Informe pericial,Si,Si,2023-07-08,No,OK
DOC-003065,SIN-00878,Parte policial,Si,Si,2023-12-15,No,OK
DOC-003066,SIN-00878,Datos tercero,Si,Si,2023-12-23,No,OK
DOC-003067,SIN-00878,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-003068,SIN-00878,Informe pericial,Si,Si,2023-12-11,No,OK
DOC-003069,SIN-00879,Parte policial,Si,Si,2024-03-08,No,OK
DOC-003070,SIN-00879,Datos tercero,Si,Si,2024-03-11,No,OK
DOC-003071,SIN-00879,Fotos del dano,Si,Si,2024-03-04,No,OK
DOC-003072,SIN-00879,Informe pericial,Si,Si,2024-03-13,No,OK
DOC-003073,SIN-00880,Factura medica,Si,Si,2024-06-15,No,OK
DOC-003074,SIN-00880,Informe medico,Si,Si,2024-06-04,No,OK
DOC-003075,SIN-00880,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-003076,SIN-00881,Fotos del dano,Si,Si,2024-02-27,No,OK
DOC-003077,SIN-00881,Factura proforma,Si,Si,2024-03-10,No,OK
DOC-003078,SIN-00881,Informe pericial,Si,Si,2024-02-25,No,OK
DOC-003079,SIN-00882,Denuncia fiscalia,Si,Si,2024-01-17,No,OK
DOC-003080,SIN-00882,Fotos del dano,Si,Si,2024-01-06,No,OK
DOC-003081,SIN-00882,Factura proforma,No,No,,No,No entregado en expediente sintetico
DOC-003082,SIN-00883,Parte policial,Si,Si,2025-06-02,No,OK
DOC-003083,SIN-00883,Fotos del dano,Si,Si,2025-05-31,No,OK
DOC-003084,SIN-00883,Factura proforma,Si,Si,2025-06-10,No,OK
DOC-003085,SIN-00883,Informe pericial,Si,Si,2025-06-03,No,OK
DOC-003086,SIN-00884,Denuncia fiscalia,Si,Si,2026-06-07,No,OK
DOC-003087,SIN-00884,Inventario afectado,Si,Si,2026-06-05,No,OK
DOC-003088,SIN-00884,Factura proforma,Si,Si,2026-05-24,No,OK
DOC-003089,SIN-00885,Parte policial,Si,Si,2023-11-21,No,OK
DOC-003090,SIN-00885,Fotos del dano,Si,Si,2023-11-24,No,OK
DOC-003091,SIN-00885,Factura proforma,Si,Si,2023-11-17,No,OK
DOC-003092,SIN-00885,Informe pericial,Si,Si,2023-11-21,No,OK
DOC-003093,SIN-00886,Fotos del dano,Si,Si,2023-07-22,No,OK
DOC-003094,SIN-00886,Factura proforma,Si,Si,2023-07-21,No,OK
DOC-003095,SIN-00886,Informe pericial,Si,Si,2023-07-20,No,OK
DOC-003096,SIN-00887,Denuncia fiscalia,Si,Si,2025-10-24,No,OK
DOC-003097,SIN-00887,Matricula,Si,Si,2025-10-26,Si,Documento con alteracion simulada
DOC-003098,SIN-00887,Llaves,Si,Si,2025-10-11,Si,Documento con alteracion simulada
DOC-003099,SIN-00887,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-003100,SIN-00888,Parte policial,Si,Si,2023-11-22,No,OK
DOC-003101,SIN-00888,Datos tercero,Si,Si,2023-11-09,No,OK
DOC-003102,SIN-00888,Fotos del dano,Si,Si,2023-11-12,No,OK
DOC-003103,SIN-00888,Informe pericial,Si,Si,2023-11-24,No,OK
DOC-003104,SIN-00889,Parte policial,Si,Si,2026-04-08,No,OK
DOC-003105,SIN-00889,Datos tercero,No,No,,No,No entregado en expediente sintetico
DOC-003106,SIN-00889,Fotos del dano,Si,Si,2026-03-25,No,OK
DOC-003107,SIN-00889,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-003108,SIN-00890,Fotos del dano,Si,Si,2025-08-22,No,OK
DOC-003109,SIN-00890,Factura proforma,Si,Si,2025-08-13,No,OK
DOC-003110,SIN-00890,Informe pericial,Si,Si,2025-08-23,No,OK
DOC-003111,SIN-00891,Parte policial,Si,No,2026-06-26,No,Documento ilegible
DOC-003112,SIN-00891,Fotos del dano,Si,Si,2026-06-30,No,OK
DOC-003113,SIN-00891,Factura proforma,Si,Si,2026-06-18,No,OK
DOC-003114,SIN-00891,Informe pericial,Si,Si,2026-06-23,No,OK
DOC-003115,SIN-00892,Parte policial,Si,Si,2023-08-25,No,OK
DOC-003116,SIN-00892,Fotos del dano,Si,Si,2023-09-03,No,OK
DOC-003117,SIN-00892,Factura proforma,Si,Si,2023-08-28,No,OK
DOC-003118,SIN-00892,Informe pericial,Si,Si,2023-08-28,No,OK
DOC-003119,SIN-00893,Parte policial,Si,Si,2026-04-11,No,OK
DOC-003120,SIN-00893,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-003121,SIN-00893,Factura proforma,No,No,,No,No entregado en expediente sintetico
DOC-003122,SIN-00893,Informe pericial,Si,No,2026-04-12,No,Documento ilegible
DOC-003123,SIN-00894,Fotos del dano,Si,Si,2026-05-07,No,OK
DOC-003124,SIN-00894,Factura proforma,Si,Si,2026-04-23,No,OK
