id_siniestro,id_poliza,id_asegurado,id_vehiculo,id_conductor,id_proveedor,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,ciudad,descripcion,documentos_completos,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,historial_siniestros_vehiculo,historial_siniestros_conductor,historial_solo_rc_asegurado,tipo_impacto,hora_evento,tercero_identificado,evidencia_camaras,tipo_via,clima,documento_inconsistente,relato_ilogico,narrativa_cluster_id,similitud_narrativa_max,etiqueta_fraude_simulada,perfil_riesgo_generacion
SIN-00779,POL-00285,ASEG-00252,VEH-00077,COND-00370,PROV-0018,Vehiculos,Gastos Medicos por Accidente,2025-08-14,2025-08-17,2970,3090,2380,Liquidado,Quito Centro,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0018,240,125,3,6,2,1,1,Robo,1,No,Si,Residencial,Noche lluvia,No,No,,0.29,0,normal
SIN-00780,POL-00365,ASEG-00249,VEH-00303,COND-00240,PROV-0035,Vehiculos,Robo Total,2023-11-21,2023-11-25,8080,16970,8080,Reserva,Cuenca,Cuenca,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0035,38,327,4,1,2,0,0,Robo,8,Si,No,Residencial,Noche seca,No,No,,0.32,1,normal
SIN-00781,POL-00121,ASEG-00152,VEH-00235,COND-00275,PROV-0022,Vehiculos,Robo Total,2023-05-07,2023-05-11,10100,15970,10100,Reserva,Cuenca,Cuenca,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0022,93,272,4,0,0,0,0,Robo,10,Si,No aplica,Residencial,Neblina,No,No,,0.32,0,normal
SIN-00782,POL-00442,ASEG-00223,VEH-00330,COND-00327,PROV-0005,Vehiculos,Responsabilidad Civil,2025-11-25,2025-11-26,1050,1000,0,Negativa,Quito Centro,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0005,274,91,1,1,2,1,0,Estacionado,18,Si,No,Urbana,Noche seca,Si,No,,0.21,0,normal
SIN-00783,POL-00120,ASEG-00119,VEH-00377,COND-00456,PROV-0011,Vehiculos,Responsabilidad Civil,2024-12-19,2024-12-20,2180,2500,870,Pago Total,Guayaquil Sur,Guayaquil,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0011,189,176,1,6,2,1,1,Estacionado,11,Si,No,Parqueadero,Lluvia,No,No,,0.51,0,normal
SIN-00784,POL-00488,ASEG-00330,VEH-00269,COND-00112,PROV-0003,Vehiculos,Cristales,2025-07-19,2025-07-24,460,560,460,Reserva,Quito Sur,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0003,116,249,5,0,0,0,0,Posterior,10,No,No aplica,Parqueadero,Noche seca,No,No,,0.3,0,normal
SIN-00785,POL-00237,ASEG-00336,,,PROV-0001,Accidentes Personales,Accidente Personal,2024-08-06,2024-08-11,1510,1580,1510,Reserva,Quito Norte,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0001,107,258,5,0,0,0,0,Frontal,11,No,No,Perimetral,Noche seca,No,No,,0.14,0,normal
SIN-00786,POL-00453,ASEG-00212,VEH-00165,COND-00129,PROV-0007,Vehiculos,Robo Total,2023-10-15,2023-10-17,33090,33140,19860,Reserva,Cuenca,Cuenca,El asegurado indica que fue impactado al salir de un parqueadero y el tercero abandono el lugar.,No,PROV-0007,141,224,2,1,1,0,0,Robo,23,Si,No,Parqueadero,Lluvia,No,No,,0.06,0,medio
SIN-00787,POL-00494,ASEG-00335,VEH-00096,COND-00454,PROV-0026,Vehiculos,Choque,2025-11-13,2025-11-16,3340,2940,2670,Reserva,Loja,Loja,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0026,148,217,3,2,2,2,0,Volcadura,12,Si,Si,Residencial,Noche lluvia,No,No,,0.24,0,normal
SIN-00788,POL-00275,ASEG-00148,VEH-00001,COND-00115,PROV-0040,Vehiculos,Robo Parcial,2025-05-04,2025-05-04,3200,2780,0,Reserva,Ambato,Ambato,Reporto robo del vehiculo ocurrido cerca del fin de la poliza con denuncia tardia.,Si,PROV-0040,54,311,0,2,1,2,0,Robo,16,No,Si,Residencial,Lluvia,No,No,CLON-03,0.81,0,medio
SIN-00789,POL-00479,ASEG-00169,VEH-00116,COND-00106,PROV-0016,Vehiculos,Choque,2024-02-24,2024-02-26,13490,13620,10800,Liquidado,Ambato,Ambato,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0016,165,200,2,2,1,0,1,Volcadura,16,Si,No,Interprovincial,Neblina,No,No,,0.33,0,normal
SIN-00790,POL-00235,ASEG-00120,VEH-00368,COND-00002,PROV-0033,Vehiculos,Choque,2023-11-21,2023-11-24,10570,10280,8460,Reserva,Quito Sur,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0033,299,66,3,1,1,1,0,Posterior,22,No aplica,No,Perimetral,Noche seca,No,No,,0.47,0,normal
SIN-00791,POL-00106,ASEG-00055,VEH-00070,COND-00286,PROV-0009,Vehiculos,Danos Propios,2024-03-07,2024-03-14,5500,4490,0,Liquidado,Quito Centro,Quito,Se reporta choque nocturno con danos moderados. No hay fotografias del momento del accidente.,Si,PROV-0009,14,351,7,0,0,0,0,Lateral,2,No aplica,No,Parqueadero,Lluvia,No,No,,0.19,1,medio
SIN-00792,POL-00257,ASEG-00147,VEH-00376,COND-00272,PROV-0008,Vehiculos,Choque,2026-02-12,2026-02-12,970,970,970,Liquidado,Santo Domingo,Santo Domingo,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0008,291,74,0,4,3,0,1,Lateral,20,Si,No,Residencial,Lluvia,No,No,,0.08,0,normal
SIN-00793,POL-00459,ASEG-00277,VEH-00013,COND-00265,PROV-0021,Vehiculos,Responsabilidad Civil,2025-02-23,2025-03-03,5240,3030,5240,Reserva,Quito Centro,Quito,Al salir de un parqueadero me chocaron y el otro vehiculo se fue del sitio.,No,PROV-0021,1,364,8,0,2,1,0,Multiple,0,No,No,Residencial,Neblina,No,Si,CLON-01,0.96,1,alto
SIN-00794,POL-00039,ASEG-00202,VEH-00079,COND-00044,PROV-0035,Vehiculos,Choque,2026-05-05,2026-05-07,5110,4600,3070,Reserva,Santo Domingo,Santo Domingo,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0035,172,193,2,2,2,1,0,Frontal,17,Si,No,Parqueadero,Noche lluvia,No,No,,0.17,0,normal
SIN-00795,POL-00436,ASEG-00284,VEH-00377,COND-00360,PROV-0005,Vehiculos,Choque,2025-06-03,2025-06-04,8260,7650,6610,Reserva,Guayaquil Sur,Guayaquil,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0005,66,299,1,3,5,1,1,Lateral,20,No,No,Interprovincial,Noche seca,No,No,,0.43,0,normal
SIN-00796,POL-00423,ASEG-00272,VEH-00069,COND-00304,PROV-0039,Vehiculos,Choque,2025-03-13,2025-03-14,11430,12130,4570,Pago Parcial,Guayaquil Centro,Guayaquil,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0039,311,54,1,1,1,1,0,Posterior,2,No aplica,No,Residencial,Neblina,No,No,,0.52,0,normal
SIN-00797,POL-00284,ASEG-00055,VEH-00319,COND-00174,PROV-0035,Vehiculos,Choque,2025-02-12,2025-02-12,4630,4120,1850,Pago Total,Guayaquil Centro,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0035,289,76,0,7,1,0,0,Posterior,19,No,No,Parqueadero,Noche seca,No,No,,0.56,1,normal
SIN-00798,POL-00160,ASEG-00103,VEH-00116,COND-00062,PROV-0032,Vehiculos,Choque,2024-08-11,2024-08-14,2510,2210,0,Pago Parcial,Quito Norte,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0032,276,89,3,3,5,1,0,Sin impacto,14,No,Si,Urbana,Neblina,No,No,,0.51,0,normal
SIN-00799,POL-00262,ASEG-00259,VEH-00081,COND-00047,PROV-0024,Vehiculos,Cristales,2025-08-09,2025-08-10,620,780,370,Negativa,Quito Centro,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0024,111,254,1,2,0,2,0,Estacionado,3,Si,No,Perimetral,Noche lluvia,No,No,,0.42,0,normal
SIN-00800,POL-00082,ASEG-00176,VEH-00169,COND-00121,PROV-0031,Vehiculos,Danos Propios,2023-02-16,2023-02-16,11140,9400,0,Pago Total,Quito Norte,Quito,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,Si,PROV-0031,12,353,0,1,1,0,1,Posterior,4,Si,No aplica,Interprovincial,Neblina,No,No,,0.32,0,medio
SIN-00801,POL-00291,ASEG-00215,VEH-00379,COND-00060,PROV-0033,Vehiculos,Choque,2024-01-05,2024-01-07,810,850,0,Anticipo,Cuenca,Cuenca,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0033,57,308,2,0,0,0,0,Volcadura,6,No aplica,No,Parqueadero,Noche lluvia,No,No,,0.58,0,normal
SIN-00802,POL-00094,ASEG-00126,VEH-00181,COND-00262,PROV-0035,Vehiculos,Choque,2024-06-09,2024-06-10,8000,7230,8000,Reserva,Quito Norte,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0035,74,291,1,4,3,1,1,Posterior,0,Si,Si,Residencial,Noche lluvia,No,No,,0.1,0,normal
SIN-00803,POL-00318,ASEG-00133,,,PROV-0048,Generales,Accidente Personal,2026-06-11,2026-06-13,14660,14790,0,Pago Total,Quito Sur,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0048,253,112,2,2,0,0,0,Posterior,9,No,Si,Perimetral,Noche seca,Si,No,,0.34,0,normal
SIN-00804,POL-00247,ASEG-00111,VEH-00316,COND-00444,PROV-0053,Vehiculos,Danos Propios,2024-10-11,2024-10-13,4750,4480,0,Cierre Sin Consecuencia,Quito Sur,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0053,261,104,2,0,0,0,0,Posterior,2,No,Si,Residencial,Noche lluvia,No,Si,,0.17,0,normal
SIN-00805,POL-00042,ASEG-00046,,,PROV-0012,Hogar,Dano por Agua,2025-03-08,2025-03-08,5070,4620,4060,Pago Total,Manta,Manta,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0012,274,91,0,5,0,0,2,Lateral,13,Si,No aplica,Urbana,Neblina,Si,No,,0.43,0,normal
SIN-00806,POL-00409,ASEG-00252,VEH-00062,COND-00249,PROV-0012,Vehiculos,Responsabilidad Civil,2026-01-26,2026-01-27,5870,6330,2350,Pago Parcial,Guayaquil Centro,Guayaquil,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0012,264,101,1,8,2,3,1,Estacionado,12,Si,No,Urbana,Lluvia,No,No,,0.37,0,normal
SIN-00807,POL-00314,ASEG-00296,VEH-00071,COND-00172,PROV-0004,Vehiculos,Cristales,2025-02-04,2025-02-06,800,790,480,Reserva,Ambato,Ambato,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0004,166,199,2,2,1,1,0,Posterior,18,Si,No,Residencial,Noche lluvia,No,No,,0.35,0,normal
SIN-00808,POL-00519,ASEG-00079,VEH-00104,COND-00310,PROV-0026,Vehiculos,Choque,2024-04-20,2024-04-22,4010,4090,0,Reserva,Quito Centro,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0026,231,134,2,1,1,0,0,Posterior,1,No,No aplica,Interprovincial,Lluvia,No,No,,0.12,0,normal
SIN-00809,POL-00464,ASEG-00306,VEH-00087,COND-00071,PROV-0028,Vehiculos,Responsabilidad Civil,2024-04-01,2024-04-02,2170,2180,2170,Liquidado,Ambato,Ambato,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0028,216,149,1,1,2,0,0,Lateral,8,No aplica,No,Parqueadero,Despejado,Si,No,,0.15,0,normal
SIN-00810,POL-00173,ASEG-00150,VEH-00398,COND-00287,PROV-0049,Vehiculos,Responsabilidad Civil,2023-04-14,2023-04-14,5570,5490,0,Reserva,Quito Sur,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0049,46,319,0,1,1,0,0,Lateral,0,No,No,Residencial,Lluvia,No,No,,0.41,0,normal
SIN-00811,POL-00433,ASEG-00342,VEH-00090,COND-00156,PROV-0031,Vehiculos,Responsabilidad Civil,2024-04-08,2024-04-14,6260,4220,6260,Pago Parcial,Cuenca,Cuenca,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0031,360,5,6,2,2,1,1,Frontal,7,No,Si,Parqueadero,Neblina,No,No,,0.41,1,alto
SIN-00812,POL-00259,ASEG-00119,VEH-00225,COND-00207,PROV-0032,Vehiculos,Danos Propios,2024-02-20,2024-02-21,6720,7010,2690,Liquidado,Guayaquil Centro,Guayaquil,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0032,234,131,1,1,4,0,0,Estacionado,18,No,Si,Urbana,Despejado,No,No,,0.17,0,normal
SIN-00813,POL-00256,ASEG-00055,VEH-00295,COND-00460,PROV-0031,Vehiculos,Choque,2025-10-02,2025-10-03,1240,1020,0,Pago Total,Quito Centro,Quito,El conductor reporta perdida de control en curva sin testigos disponibles.,Si,PROV-0031,351,14,1,7,3,1,1,Volcadura,19,Si,No aplica,Interprovincial,Despejado,Si,No,,0.14,1,medio
SIN-00814,POL-00335,ASEG-00247,VEH-00053,COND-00137,PROV-0053,Vehiculos,Robo Parcial,2024-05-07,2024-05-14,13770,11330,11020,Liquidado,Cuenca,Cuenca,Atencion medica por accidente de transito con factura y formulario completo.,No,PROV-0053,339,26,7,2,2,0,0,Robo,2,Si,No,Urbana,Noche seca,No,No,,0.53,1,alto
SIN-00815,POL-00180,ASEG-00278,VEH-00341,COND-00453,PROV-0040,Vehiculos,Responsabilidad Civil,2025-03-30,2025-03-30,990,960,0,Anticipo,Santo Domingo,Santo Domingo,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,Si,PROV-0040,217,148,0,2,2,1,0,Posterior,20,No aplica,No,Urbana,Lluvia,No,No,,0.16,1,medio
SIN-00816,POL-00288,ASEG-00280,VEH-00227,COND-00378,PROV-0060,Vehiculos,Responsabilidad Civil,2025-03-26,2025-03-30,4530,4660,4530,Liquidado,Loja,Loja,A primera hora encontre el vehiculo con danos y no se cuenta con camaras.,No,PROV-0060,263,102,4,0,0,0,0,Estacionado,6,Si,No,Parqueadero,Despejado,No,No,CLON-02,0.76,1,medio
SIN-00817,POL-00087,ASEG-00068,VEH-00225,COND-00428,PROV-0018,Vehiculos,Gastos Medicos por Accidente,2023-08-04,2023-08-07,1740,1660,0,Reserva,Machala,Machala,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0018,158,207,3,2,2,0,1,Lateral,8,Si,No,Interprovincial,Neblina,No,No,,0.11,0,normal
SIN-00818,POL-00428,ASEG-00333,VEH-00390,COND-00365,PROV-0035,Vehiculos,Robo Parcial,2024-09-01,2024-09-01,16940,14020,16940,Reserva,Quito Sur,Quito,Se reporta choque nocturno con danos moderados. No hay fotografias del momento del accidente.,Si,PROV-0035,339,26,0,0,1,1,0,Robo,7,No,Si,Perimetral,Noche lluvia,No,No,,0.49,0,medio
SIN-00819,POL-00329,ASEG-00311,VEH-00027,COND-00131,PROV-0020,Vehiculos,Gastos Medicos por Accidente,2023-04-11,2023-04-11,8370,7920,8370,Reserva,Guayaquil Norte,Guayaquil,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0020,39,326,0,0,0,0,0,Lateral,7,Si,No aplica,Perimetral,Lluvia,No,No,,0.09,0,normal
SIN-00820,POL-00163,ASEG-00276,VEH-00268,COND-00451,PROV-0043,Vehiculos,Danos Propios,2025-05-30,2025-06-06,6250,5700,5000,Pago Parcial,Cuenca,Cuenca,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,Si,PROV-0043,335,30,7,3,3,2,0,Volcadura,7,No,No,Interprovincial,Despejado,No,No,,0.53,1,medio
SIN-00821,POL-00362,ASEG-00014,VEH-00003,COND-00281,PROV-0039,Vehiculos,Robo Parcial,2023-11-29,2023-12-09,24290,14940,19430,Negativa,Quito Norte,Quito,El vehiculo fue robado cerca del cierre de vigencia y se reporta varios dias despues.,Si,PROV-0039,8,357,10,0,0,0,0,Robo,11,Si,No,Interprovincial,Noche seca,Si,No,CLON-03,0.88,1,alto
SIN-00822,POL-00328,ASEG-00281,VEH-00206,COND-00348,PROV-0055,Vehiculos,Choque,2024-05-22,2024-05-24,3000,3510,3000,Liquidado,Quito Centro,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0055,224,141,2,5,5,1,1,Estacionado,1,No,No,Perimetral,Despejado,No,No,,0.14,0,normal
SIN-00823,POL-00049,ASEG-00172,VEH-00103,COND-00454,PROV-0022,Vehiculos,Choque,2025-01-28,2025-02-03,1400,1490,1400,Pago Parcial,Quito Centro,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0022,267,98,6,2,3,0,0,Lateral,1,Si,No,Urbana,Noche lluvia,No,No,,0.24,1,normal
SIN-00824,POL-00001,ASEG-00225,VEH-00161,COND-00062,PROV-0032,Vehiculos,Danos Propios,2025-03-07,2025-03-07,3580,3690,0,Reserva,Quito Centro,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0032,65,300,0,1,0,3,0,Robo,13,Si,No,Urbana,Noche seca,Si,No,,0.17,0,normal
SIN-00825,POL-00226,ASEG-00154,VEH-00210,COND-00178,PROV-0010,Vehiculos,Responsabilidad Civil,2023-07-31,2023-08-01,2010,1920,800,Reserva,Quito Norte,Quito,Atencion medica por accidente de transito con factura y formulario completo.,No,PROV-0010,124,241,1,1,0,1,0,Frontal,0,Si,No,Residencial,Despejado,No,No,,0.1,0,normal
SIN-00826,POL-00505,ASEG-00221,VEH-00082,COND-00152,PROV-0049,Vehiculos,Responsabilidad Civil,2023-05-28,2023-05-31,2810,2700,0,Negativa,Quito Centro,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0049,66,299,3,1,1,0,0,Frontal,21,Si,No,Interprovincial,Noche seca,No,No,,0.06,0,normal
SIN-00827,POL-00390,ASEG-00294,VEH-00131,COND-00025,PROV-0054,Vehiculos,Responsabilidad Civil,2023-09-12,2023-09-12,1900,1950,1900,Cierre Sin Consecuencia,Quito Centro,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0054,232,133,0,2,1,0,0,Lateral,1,Si,Si,Residencial,Despejado,No,No,,0.14,0,normal
SIN-00828,POL-00098,ASEG-00292,VEH-00391,COND-00234,PROV-0037,Vehiculos,Responsabilidad Civil,2025-03-30,2025-04-04,4320,3540,4320,Liquidado,Guayaquil Centro,Guayaquil,Al salir de un parqueadero me chocaron y el otro vehiculo se fue del sitio.,Si,PROV-0037,14,351,5,0,0,1,0,Lateral,14,No,Si,Urbana,Noche lluvia,No,No,CLON-01,0.79,0,medio
SIN-00829,POL-00223,ASEG-00261,VEH-00123,COND-00381,PROV-0030,Vehiculos,Robo Total,2024-10-12,2024-10-15,11800,22060,0,Liquidado,Guayaquil Norte,Guayaquil,Se reporta choque nocturno con danos moderados. No hay fotografias del momento del accidente.,Si,PROV-0030,278,87,3,3,3,0,2,Robo,8,Si,No,Parqueadero,Neblina,No,No,,0.52,1,medio
SIN-00830,POL-00458,ASEG-00061,VEH-00277,COND-00178,PROV-0017,Vehiculos,Danos Propios,2023-06-21,2023-06-24,7020,7790,5620,Reserva,Manta,Manta,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0017,134,231,3,0,0,0,0,Frontal,4,No,No,Perimetral,Noche seca,No,No,,0.31,0,normal
SIN-00831,POL-00030,ASEG-00216,VEH-00185,COND-00465,PROV-0053,Vehiculos,Robo Parcial,2024-02-08,2024-02-20,22780,13250,0,Reserva,Quito Centro,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0053,2,363,12,0,0,1,0,Robo,11,Si,No,Urbana,Lluvia,No,No,,0.33,0,alto
SIN-00832,POL-00415,ASEG-00058,VEH-00213,COND-00265,PROV-0033,Vehiculos,Responsabilidad Civil,2023-04-07,2023-04-07,1600,1400,1280,Pago Total,Machala,Machala,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0033,85,280,0,1,1,0,1,Frontal,10,Si,No,Urbana,Noche seca,No,No,,0.32,0,normal
SIN-00833,POL-00444,ASEG-00219,VEH-00220,COND-00141,PROV-0026,Vehiculos,Danos Propios,2024-03-30,2024-04-06,1330,1370,1330,Cierre Sin Consecuencia,Ambato,Ambato,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0026,245,120,7,2,2,0,0,Posterior,14,Si,Si,Parqueadero,Noche seca,No,No,,0.55,0,normal
SIN-00834,POL-00227,ASEG-00110,VEH-00005,COND-00349,PROV-0005,Vehiculos,Danos Propios,2026-05-03,2026-05-03,5090,4890,2040,Pago Parcial,Guayaquil Centro,Guayaquil,Reporto robo del vehiculo ocurrido cerca del fin de la poliza con denuncia tardia.,Si,PROV-0005,222,143,0,0,0,2,0,Multiple,20,No,No,Perimetral,Lluvia,No,No,CLON-03,0.72,0,medio
SIN-00835,POL-00315,ASEG-00039,VEH-00417,COND-00250,PROV-0060,Vehiculos,Danos Propios,2025-01-20,2025-01-20,2400,2300,2400,Anticipo,Quito Sur,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0060,282,83,0,5,8,2,1,Posterior,16,No,Si,Urbana,Noche seca,No,No,,0.51,0,normal
SIN-00836,POL-00090,ASEG-00120,VEH-00064,COND-00165,PROV-0050,Vehiculos,Robo Parcial,2024-07-18,2024-07-19,2480,2860,2480,Reserva,Loja,Loja,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0050,240,125,1,2,0,1,0,Robo,8,No aplica,Si,Residencial,Noche seca,No,No,,0.15,0,normal
SIN-00837,POL-00255,ASEG-00347,VEH-00069,COND-00146,PROV-0003,Vehiculos,Cristales,2025-09-13,2025-09-13,720,680,290,Reserva,Quito Norte,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0003,280,85,0,5,4,3,1,Posterior,19,Si,No,Interprovincial,Noche lluvia,No,No,,0.51,0,normal
SIN-00838,POL-00177,ASEG-00305,VEH-00378,COND-00299,PROV-0026,Vehiculos,Robo Parcial,2024-02-24,2024-02-24,9600,9540,5760,Reserva,Quito Norte,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0026,202,163,0,3,4,1,0,Robo,4,Si,No aplica,Residencial,Noche seca,No,No,,0.2,0,normal
SIN-00839,POL-00413,ASEG-00307,VEH-00092,COND-00115,PROV-0037,Vehiculos,Danos Propios,2025-05-13,2025-05-13,11350,9950,6810,Reserva,Guayaquil Norte,Guayaquil,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0037,167,198,0,1,2,3,0,Estacionado,4,Si,No aplica,Parqueadero,Neblina,No,No,,0.42,0,normal
SIN-00840,POL-00107,ASEG-00201,VEH-00098,COND-00127,PROV-0060,Vehiculos,Choque,2025-06-30,2025-07-02,8030,8780,0,Pago Total,Quito Norte,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0060,221,144,2,7,3,0,0,Lateral,11,No,No,Residencial,Noche seca,No,No,,0.18,0,normal
SIN-00841,POL-00118,ASEG-00063,,,PROV-0048,Accidentes Personales,Accidente Personal,2025-12-16,2025-12-18,990,1150,790,Cierre Sin Consecuencia,Quito Centro,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0048,146,219,2,4,0,0,0,Lateral,17,Si,No aplica,Residencial,Noche lluvia,No,No,,0.05,0,normal
SIN-00842,POL-00016,ASEG-00347,VEH-00024,COND-00340,PROV-0026,Vehiculos,Danos Propios,2023-05-19,2023-05-23,7160,7370,4290,Liquidado,Quito Sur,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0026,127,238,4,1,1,0,0,Frontal,20,No,No,Residencial,Despejado,No,No,,0.47,0,normal
SIN-00843,POL-00519,ASEG-00079,VEH-00104,COND-00420,PROV-0058,Vehiculos,Choque,2024-01-31,2024-02-05,1700,1700,0,Reserva,Quito Sur,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0058,151,214,5,0,0,0,0,Frontal,14,No aplica,No,Residencial,Despejado,No,No,,0.54,0,normal
SIN-00844,POL-00099,ASEG-00150,VEH-00382,COND-00349,PROV-0039,Vehiculos,Gastos Medicos por Accidente,2024-11-27,2024-11-30,4570,3480,1830,Pago Parcial,Guayaquil Sur,Guayaquil,El asegurado indica que fue impactado al salir de un parqueadero y el tercero abandono el lugar.,Si,PROV-0039,169,196,3,5,1,2,1,Posterior,3,Si,No,Interprovincial,Neblina,No,No,,0.44,0,medio
SIN-00845,POL-00426,ASEG-00074,VEH-00153,COND-00328,PROV-0020,Vehiculos,Gastos Medicos por Accidente,2025-08-17,2025-08-19,1120,1000,900,Pago Parcial,Quito Sur,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0020,194,171,2,2,5,1,0,Sin impacto,17,Si,No,Urbana,Lluvia,No,No,,0.21,0,normal
SIN-00846,POL-00341,ASEG-00150,VEH-00299,COND-00476,PROV-0056,Vehiculos,Choque,2024-05-23,2024-05-24,10710,9710,4280,Reserva,Guayaquil Centro,Guayaquil,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0056,130,235,1,4,1,1,2,Estacionado,6,Si,Si,Perimetral,Lluvia,Si,No,,0.2,0,normal
SIN-00847,POL-00479,ASEG-00169,VEH-00116,COND-00194,PROV-0007,Vehiculos,Responsabilidad Civil,2024-04-30,2024-05-01,2110,1630,2110,Pago Total,Ambato,Ambato,Se reporta choque nocturno con danos moderados. No hay fotografias del momento del accidente.,No,PROV-0007,231,134,1,4,2,1,1,Multiple,19,No,No,Interprovincial,Noche lluvia,No,No,,0.3,0,medio
SIN-00848,POL-00244,ASEG-00335,VEH-00087,COND-00157,PROV-0035,Vehiculos,Robo Parcial,2024-06-24,2024-06-25,18490,14470,11090,Reserva,Guayaquil Sur,Guayaquil,El vehiculo fue robado cerca del cierre de vigencia y se reporta varios dias despues.,Si,PROV-0035,230,135,1,1,3,0,0,Robo,11,Si,No,Perimetral,Noche lluvia,No,No,CLON-03,0.72,0,medio
